연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
11,보물,김제 금산사 노주(金堤 金山寺 露柱),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00220000&ccbaCtcd=35&ccbaCpno=1123500220000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 기타,1기,1963.01.21,"전북 김제시 금산면 모악15길 1, 금산사 (금산리)",고려시대,금산사,금산사,"『금산사사적』에 의하면, 금산사는 600년대 창건되어 신라 혜공왕 2년(776)에 진표율사가 다시 고쳐 세우면서 큰 사찰로서의 모습을 갖추게 되었다. 또한 고려 전기인 935년에 후백제의 신검이 아버지인 견훤을 유폐시켰던 장소로도 유명하다.

이 노주는 금산사 대적광전에서 서남쪽에 위치한 대장각으로 가는 길의 중간에 있는데, 그 이름을 노주(露柱)라고는 하였으나 실제로 무엇으로 사용한 것인지 그 용도를 알 수 없는 보기 드문 유물이다. 꼭대기에 놓인 꽃봉오리모양의 조각만 없으면 불상을 얹는 사각형의 대좌(臺座)처럼 보인다.

땅 위에 바닥돌을 놓고, 그 위에 아래·중간·위받침돌을 순서대로 얹어놓았다. 아래받침돌에는 네 모서리와 가운데에 기둥 모양을 새겨 면을 둘로 나눈 뒤 안상(眼象)을 조각하였다. 아래받침돌 윗면과 윗받침돌에는 아무런 꾸밈이 없는 중간받침돌을 사이에 두고 대칭되게 연꽃잎을 새겼는데, 아래받침돌의 연꽃잎이 넓고 짧은 반면, 윗받침돌의 연꽃잎은 좁고 길쭉하게 표현하였다. 꼭대기에는 석탑과 같은 머리장식이 남아있는데, 둥근 받침부분과 보주(寶珠:연꽃봉오리모양의 장식)를 가늘고 긴 사잇기둥이 연결하는 형식이다.

절이 창건된 때가 통일신라시대라고는 하지만, 당간지주 외에는 통일신라시대의 작품으로 짐작되는 것이 거의 없다. 이 노주도 받침돌에 새겨진 조각의 양식이나 각 부분의 수법으로 보아 고려 전기에 세워진 것으로 추정된다."
12,보물,김제 금산사 석련대(金堤 金山寺 石蓮臺),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00230000&ccbaCtcd=35&ccbaCpno=1123500230000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 기타,1기,1963.01.21,"전북 김제시 금산면 모악15길 1, 금산사 (금산리)",나말여초(10세기경),금산사,금산사,"석련대는 석조연화대좌의 준말로 불상을 올려놓는 돌로 만든 받침대이다. 연화대좌는 흔히 볼 수 있는 것이지만 이것은 형태가 희귀하고 크기도 매우 거대하다. 금산사 대적광전에서 동남쪽으로 10m쯤 되는 돌단 밑에 있는데, 이곳이 원래 위치인지는 알 수 없다.

한 돌로 조각한 것이지만 여러 개의 돌을 사용한 것처럼 상·중·하의 구성이 정연하다. 상대는 윗면이 평평하며 중앙에 불상의 양발을 세워 놓았던 것으로 보이는 네모난 구멍이 두 개 있다. 밑면에는 윗면을 떠받치는 연꽃이 에워싸고 있으며, 꽃잎 사이에도 작은 잎들이 틈틈이 새겨져 있어 더욱 화려하다. 중대는 육각형으로 꽃무늬를 돋을새김하였다. 하대는 엎어놓은 연꽃모양이 출렁이는 물결무늬처럼 전면을 채우고 있다.

이 작품은 통일신라시대의 양식을 따르고 있으나, 사치스러운 조각 및 장식 등으로 보아 통일신라에서 고려로 넘어가는 시기에 만들어진 것으로 짐작된다."
13,보물,김제 금산사 혜덕왕사탑비(金堤 金山寺 慧德王師塔碑),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00240000&ccbaCtcd=35&ccbaCpno=1123500240000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서각류 / 금석각류 / 비,1기,1963.01.21,전라북도 김제시 금산면 금산리 산 4-6,고려시대(1111),금산사,금산사,"금산사 안에 서있는 탑비로, 혜덕왕사를 기리기 위하여 세운 것이다.

혜덕은 고려 중기의 승려로서, 정종 4년(1038)에 태어나 11세에 불교의 교리를 배우기 시작하였고, 그 이듬해에 승려가 되었다. 1079년 금산사의 주지가 되었으며 숙종이 불법(佛法)에 귀의하여 그를 법주(法主)로 삼자 왕에게 불교의 교리에 대한 강의를 하기도 하였다. 59세에 입적하였으며, 왕은 그를 국사로 대우하여 시호를 ‘혜덕’, 탑이름을 ‘진응’이라 내리었다.

현재 비의 머릿돌은 없어졌으며, 비문은 심하게 닳아 읽기가 매우 힘든 상태이다. 비의 받침돌에는 머리가 작고 몸통이 크게 표현된 거북을 조각하였고, 비문이 새겨진 몸돌은 받침돌에 비해 커보이는 듯하며, 주위에 덩굴무늬를 새겨 장식하였다.

비문에는 혜덕의 생애·행적, 그리고 덕을 기리는 내용이 담겨 있다. 글씨는 구양순법(歐陽詢法)의 해서체로 썼는데, 구양순의 글씨보다 더욱 활달하여 명쾌한 맛이 있다. 신라나 조선에 비하여 고려시대의 글씨가 훨씬 뛰어남을 보여주는 부분이기도 하다.

비문에 의하면 비를 세운 것은 예종 6년(1111)으로 혜덕이 입적한 지 15년이 지난 후의 일이다."
14,보물,김제 금산사 오층석탑(金堤 金山寺 五層石塔),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00250000&ccbaCtcd=35&ccbaCpno=1123500250000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,"전북 김제시 금산면 모악15길 1, 금산사 (금산리)",고려시대,금산사,금산사,"금산사 안의 북쪽에 송대(松臺)라고 불리는 높은 받침 위에 세워져 있는 탑이다. 바로 뒤에는 석종모양의 사리계단이 있는데, 이렇듯 사리계단 앞에 석탑을 세워놓은 것은 사리를 섬기던 당시 신앙의 한 모습이기도 하다.

상·하 2단의 기단(基壇) 위에 5층 탑신(塔身)을 올린 모습의 탑이다. 기단부는 아래층 기단의 규모가 좁아져 있고, 각 기단의 윗면에 다른 돌을 끼워서 윗돌을 받치도록 하고 있어 주목된다. 탑신부는 2층 이상에서 줄어드는 비율이 제법 부드럽고, 각 층의 몸돌에 새겨진 기둥조각이 넓은 편이다. 지붕돌은 밑면에 3단의 받침을 두었으며, 처마는 완만한 곡선을 그리고 있다. 6번째 층은 다른 층처럼 몸돌의 각 귀퉁이에 기둥이 새겨져 있고, 지붕돌 모양의 것이 덮여 있으나, 이것은 탑의 머리장식을 받치기 위한 노반(露盤)으로 다른 탑에서는 볼 수 없는 독특한 모습이다. 머리 장식은 온전히 유지되어 원형이 잘 남아 있다.

통일신라시대 석탑의 기본 양식을 따르면서도 기단이나 지붕돌의 모습 등에서 색다른 면을 보이고 있어 고려시대 작품으로서의 모습을 잘 나타내고 있다."
15,보물,김제 금산사 금강계단(金堤 金山寺 金剛戒壇),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00260000&ccbaCtcd=35&ccbaCpno=1123500260000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 기타,1기,1963.01.21,"전북 김제시 금산면 모악15길 1, 금산사 (금산리)",고려시대,금산사,금산사,"모악산에 자리한 금산사는 백제 법왕 2년(600)에 창건된 절로, 통일신라 경덕왕 때 진표가 두 번째로 확장하여 대사찰의 면모를 갖추게 되었다. 금산사 경내의 송대(松臺)에 5층석탑과 나란히 위치한 이 석종은 종 모양의 석탑이다. 매우 넓은 2단의 기단(基壇) 위에 사각형의 돌이 놓이고, 그 위에 탑이 세워졌다.

석종형 탑은 인도의 불탑에서 유래한 것으로 통일신라 후기부터 나타나기 시작한다. 외형이 범종과 비슷해서 석종으로 불린다.

기단의 각 면에는 불상과 수호신인 사천왕상(四天王像)이 새겨져 있다. 특히 아래 기단 네 면에는 인물상이 새겨진 돌기둥이 남아 돌난간이 있었던 자리임을 추측하게 한다. 난간 네 귀퉁이마다 사천왕상이 세워져 있다. 탑신(塔身)을 받치고 있는 넓적한 돌 네 귀에는 사자머리를 새기고 중앙에는 연꽃무늬를 둘렀다. 판석 위에는 종 모양의 탑신이 서 있다. 꼭대기에는 아홉 마리의 용이 머리를 밖으로 향한 모습으로 조각되어 있고 그 위로 연꽃 모양을 새긴 2매의 돌과 둥근 석재를 올려 장식하였다.

기단에 조각을 둔 점과 돌난간을 두르고 사천왕상을 배치한 점 등으로 미루어 불사리를 모신 사리계단으로 해석되고 있다. 이 탑은 가장 오래된 석종으로 조형이 단정하고 조각이 화려한 고려 전기의 작품으로 추정된다."
16,보물,김제 금산사 육각 다층석탑(金堤 金山寺 六角 多層石塔),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00270000&ccbaCtcd=35&ccbaCpno=1123500270000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,"전북 김제시 금산면 모악15길 1, 금산사 (금산리)",고려시대,금산사,금산사,"금산사 소속의 봉천원(奉天院)에 있던 것을 현재 자리인 대적광전 앞의 왼쪽으로 옮겨 왔다. 우리나라의 탑이 대부분 밝은 회색의 화강암으로 만든 정사각형의 탑인데 비해, 이 탑은 흑백의 점판암으로 만든 육각다층석탑이다.

탑을 받치는 기단(基壇)에는 연꽃조각을 아래위로 장식하였다. 탑신부(塔身部)는 각 층마다 몸돌이 있었으나 지금은 가장 위의 2개 층에만 남아 있다. 몸돌은 각 귀퉁이마다 기둥모양이 새겨져 있고, 각 면에는 원을 그린 후 그 안에 좌불상(坐佛像)을 새겨 놓았다. 지붕돌은 낙수면에서 아주 느린 경사를 보이다가, 아래의 각 귀퉁이에서 우아하게 들려있다. 밑면에는 받침을 두었는데, 그 중심에 용과 풀꽃무늬를 새겨놓았다. 꼭대기의 머리장식은 남은 것이 없었으나, 훗날 보충한 화강암으로 만든 장식이 놓여 있다.

벼루를 만드는데 주로 쓰이는 점판암을 사용하여 이색적인 분위기를 자아내고 있으며, 각 층의 줄어드는 정도가 온화하고 섬세하다. 몸돌과 지붕돌에 새겨진 조각수법으로 보아 고려 전기에 세워진 탑으로 짐작된다."
17,보물,김제 금산사 당간지주(金堤 金山寺 幢竿支柱),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00280000&ccbaCtcd=35&ccbaCpno=1123500280000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 당간,1기,1963.01.21,전북 김제시 금산면 금산리 28-3번지,통일신라시대,금산사,금산사,"절에 행사가 있을 때 절 입구에 당(幢)이라는 깃발을 달아두는데 이 깃발을 달아두는 장대를 당간(幢竿)이라 하며, 장대를 양쪽에서 지탱해 주는 두 돌기둥을 당간지주라 한다.

금산사 경내에 있는 이 당간지주는 높이 3.5m로 양쪽 지주가 남북으로 마주보고 서 있다. 지주의 기단은 한 층인데, 잘 다듬은 6장의 길쭉한 돌로 바닥을 두고, 그 위를 두 장의 돌을 붙여서 마무리했다. 기단 위로는 당간을 세우는 받침을 지주 사이에 둥근 형태로 조각하였고, 받침 주변에는 괴임을 새겨두었을 뿐 별다른 꾸밈은 없다. 양쪽 지주의 안쪽 면에는 아무런 조각도 없는 반면에, 바깥면에는 가장자리를 따라 세로띠를 돋을새김하였다. 지주의 꼭대기부분은 안쪽 면에서 바깥쪽 면으로 떨어지는 선을 둥글게 깎았다. 당간을 고정시키기 위한 구멍은 각각 지주의 위·중간·아래의 3곳에 뚫었다. 이처럼 구멍을 3곳에 두는 것은 통일신라시대의 양식적 특징으로, 경주 보문사지 당간지주(보물), 익산 미륵사지 당간지주(보물)에서도 볼 수 있다.

기단부와 당간받침을 완전하게 갖추고 있는 작품으로, 지주의 면에 새겨진 조각수법이 훌륭하다. 우리나라 당간지주 중에서도 가장 완성된 형식을 갖추고 있으며, 통일신라시대의 전성기라고 할 수 있는 8세기 후반에 세워진 것으로 보인다."
18,보물,김제 금산사 심원암 삼층석탑(金堤 金山寺 深源庵 三層石塔),전북 김제시,금산사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00290000&ccbaCtcd=35&ccbaCpno=1123500290000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,전북 김제시 금산면 모악15길 413 (금산리),고려시대,금산사,금산사,"금산사 심원암에서 볼 때 북쪽 산꼭대기 가까운 곳에 위치하고 있는 탑이다.『금산사사적』에 의하면, 금산사는 600년대 창건되었는데, 백제 법왕이 그의 즉위년(599)에 칙령으로 살생을 금하고 그 이듬해에 이 절을 창건하여 38인의 승려를 득도시킨 것으로 기록되어 있다.

탑은 2층의 기단(基壇) 위에 3층의 탑신(塔身)을 올린 모습으로, 탑신의 몸돌에는 네 면마다 모서리에 기둥모양을 새겼다. 각 몸돌을 덮고 있는 3개의 지붕돌은 넓적하며, 낙수면의 경사를 급하게 처리하였고, 처마의 양끝에서의 들림이 부드러운 곡선을 그리고 있어 고려시대의 특징이 잘 담겨져 있다. 정상에는 머리 장식을 받치는 노반(露盤)만이 남아 있다.

깊은 산중에 있었던 탓인지 탑의 모습이 거의 완전하게 남아있는 아름다운 석탑이다."
19,보물,남원 만복사지 오층석탑(南原 萬福寺址 五層石塔),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00300000&ccbaCtcd=35&ccbaCpno=1123500300000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,전북 남원시 왕정동 481-1번지,고려시대,국유,남원시,"고려시대에 승려 도선이 창건하였다고 전하는 만복사의 옛터에 서 있는 탑이다. 원래 이곳에는 절터 중앙에 목탑이 있었던 것으로 추정되고 있으며, 1979년부터 1985년까지 7차에 걸친 발굴조사로 많은 건물지와 다수의 유물이 발견되었다. 현재 탑은 4층까지만 남아있고, 5층 이상은 모두 없어졌다.

탑의 받침대 역할을 하고 있는 기단부(基壇部)는 땅에 파묻혀 있는데, 이는 훗날 이 지역의 땅바닥이 높아졌기 때문으로 보고 있다. 탑신부의 1층 몸돌은 대단히 높고 2층 이상은 약 3분의 1로 크기가 줄어 들었다. 몸돌에는 모서리마다 기둥 모양을 조각하였고, 지붕돌은 밑면 전체가 위로 들려 있어, 마치 목조건축의 지붕을 보고 있는 듯하다. 특이한 점은 각 지붕돌 위에 몸돌을 괴기 위한 별도의 네모난 돌이 끼워져 있는 것으로, 당대 석탑의 특징을 보여주는 한 예이다.

이 탑은 고려 문종 때인 11세기에 세워진 것으로, 1968년 이 탑을 보수하다가 탑신의 1층 몸돌에서 사리장치가 발견되기도 하였다."
20,보물,남원 만복사지 석조대좌(南原 萬福寺址 石造臺座),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=12&ccbaAsno=00310000&ccbaCtcd=35&ccbaCpno=1123500310000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 석조 / 대좌,1기,1963.01.21,전북 남원시 왕정동 494-11번지,고려시대,국유,남원시,"만복사는 고려시대의 승려 도선이 창건하였다고 전하며, 불상을 올려놓는 받침인 석좌는 절 안에 위치하고 있다. 이 석좌는 거대한 하나의 돌로 상·중·하대를 조각하였는데 육각형으로 조각한 것이 특이하다.

하대는 각 측면에 안상(眼象)을 새기고, 그 안에 꽃을 장식했으며, 윗면에는 연꽃모양을 조각하였다. 중대는 낮으며, 짧은 기둥을 본떠 새겼다. 상대는 중대보다 넓어지고, 평평한 윗면 중앙에 불상을 끼웠던 것으로 보이는 네모진 구멍이 뚫려 있다. 옆면에 연꽃이 새겨졌던 부분은 주변 전체가 파손되었다.

이 작품은 통일신라시대의 전형적인 8각형에서 벗어난 6각형이며, 안상 안에 꽃을 장식한 것은 고려시대에 유행한 양식으로, 11세기경에 만들어진 것으로 추정된다."
