연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
11,보물,재조본 경률이상 권1(再雕本 經律異相 卷一),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=11550000&ccbaCtcd=23&ccbaCpno=1122311550000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 대장도감본,1권 1첩,1993.04.27,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"경률이상은 경(經)과 율(律)에서 요점을 각 주제별로 뽑아 출전을 표시하여 학습하는데 편리하게 엮은 일종의 백과사전이다.

남해의 분사대장도감에서 목판을 새기고 제본한 것으로 짐작하여 고려 후기에서 조선 전기에 간행된 것으로 보인다. 이것은 전체 50권중 제1권에 해당된다. 또한 새긴 사람의 이름이 표시되어 있는데, 새긴 사람의 솜씨에 따라 정교하고 조밀함의 차이를 보인다.

이 책은 고려시대 대장경을 연구하는데 상호 보완적인 성격을 지니고 있다."
12,보물,향약제생집성방 권6(鄕藥濟生集成方 卷六),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=11780000&ccbaCtcd=23&ccbaCpno=1122311780000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,1책,1993.11.05,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"향약제생집성방은 고려시대 김희선 등이 모은 『삼화자향약방』과 조선시대 권중화가 펴낸 『향약간역방』을 중심으로, 당시의 의료경험과 의학서적을 참고, 보충하여 태조 7년(1398)에 펴내고, 이듬해 김희선이 강원감영에서 간행한 의학과 약학에 관한 서적이다.

『향약제생집성방』총 30권 가운데 제6권으로 완질이 아니다. 목판의 크기도 다소 차이가 있을 뿐만 아니라, 누락된 부분도 있어서 자세한 내용을 다 파악할 수는 없으나, 권근의 『양촌집』과 김성수의 『한의학서지 발전에 관한 고찰』에 의하면 그 간행경위와 약방문 수록 범위 등을 대략 유추할 수 있다. 즉 전 30권에는 ‘338종의 질병의 증상과 2,803종의 약방문을 수록하고 있으며, 당시의 의료경험을 개괄적으로 설명한 다음, 약방문을 질병의 부문별로 제시하고 그에 따르는 설명을 하고 있다’고 한다.

특히 이『향약제생집성방』은 세종 15년(1433)에 간행된 『향약집성방』의 기초가 될 뿐만 아니라, 한국에서 자생하는 약초로 우리나라의 풍토와 체질에 맞는 향약을 개발, 적용하였다는 점에서 그 가치가 매우 높다."
13,보물,태산요록(胎産要錄),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=11790000&ccbaCtcd=23&ccbaCpno=1122311790000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,2권 1책,1993.11.05,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"이 책은 조선 세종 때의 의학자인 노중례가 세종 16년(1434)에 왕의 명을 따라 편찬한 것으로 임신과 육아의 질병치료에 관한 전문 의학서이다.

상·하 2권으로, 상권은 임산교양을 서술하고 태산문(胎産文)이라는 제목하에 태교론, 전녀위남법(여아를 남아로 바꾸는 법), 식기론(꺼려야 할 음식) 등 20항목이 수록되었고, 하권은 젖먹이의 보호법을 서술하고 있는데 ‘영아장호문(영兒將護門)’이라는 제목하에 거아법, 식구법, 장포의법 등 27개의 항목이 수록되어 있다. 15종이나 되는 의학서적을 참고하여 실용에 편리하도록 편찬하였다. 희귀본으로 의학과 관련하여 귀중한 자료이다."
14,보물,신응경(神應經),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=11800000&ccbaCtcd=23&ccbaCpno=1122311800000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,1책,1993.11.05,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"신응경은 침구(鍼灸:침질과 뜸질)관계를 다룬 전문의학서적으로, 성종 5년(1474)에 목판본으로 간행한 것이다.

머리말이 빠져 있어 손으로 써서 보충하여 넣고, 본문도 하단이 닳아 헤어져 간지(間紙)를 넣어 포개서 붙였다. 인조 21년(1643)에는 훈련도감자판으로 다시 간행한 일이 있다.

이 책은 서지학 및 한의학연구의 귀중한 자료로 평가된다."
15,보물,"초조본 대방광불화엄경 주본 권67, 77(初雕本 大方廣佛華嚴經 周本 卷六十七, 七十七)",인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12050000&ccbaCtcd=23&ccbaCpno=1122312050000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 대장도감본,2권 2축,1994.07.29,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"대방광불화엄경은 줄여서 ‘화엄경’이라고 부르기도 하며, 부처와 중생이 둘이 아니라 하나라는 것을 기본사상으로 하고 있다. 화엄종의 근본경전으로 법화경과 함께 한국 불교사상 확립에 크게 영향을 끼친 경전이다.

당나라의 실차난타가 번역한『화엄경』주본 80권을 고려 현종 때 목판에 새긴 초조대장경이다. 권67·77의 2권을 닥종이에 인쇄한 목판본으로 종이를 이어붙인 두루마리 형태이며, 2권 모두 표지와 첫째장·본문 등이 약간씩 없어졌다. 제목 아래 ‘신역(新譯)’이란 표시가 있어 이 책이 주본임을 알 수 있다. 책 내용은 선재동자(善財童子)가 53인의 고승을 찾아가는 구도의 과정을 설명한 것이다.

초조대장경은 거란의 침입을 막기위해 판각된 우리나라 최초의 대장경으로, 해인사대장경보다 글씨가 힘이 있고, 새김이 정교한데, 매 행(行)의 글자수가 14자로 해인사본의 17자와 분명하게 구분되는 특징을 지닌다.

간행기록이 없지만 종이질이나 인쇄상태 등으로 보아 11세기에 간행된 것으로 추정된다."
16,보물,초조본 십주비바사론 권17(初雕本 十住毗婆沙論 卷十七),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12060000&ccbaCtcd=23&ccbaCpno=1122312060000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 대장도감본,1권 1축,1994.07.29,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"십주비바사론은 보살이 수행하는데 있어 계율을 지키는 방법과 보살의 마음가짐에 대해 설명하고 있는 책으로 화엄경에 포함되어 있다.

이 책은 고려 현종 때(재위 1009∼1031) 부처님의 힘으로 거란의 침입을 극복하고자 만든 초조대장경 가운데 하나로, 후진(後秦)의 구마라습(鳩摩羅什)이 번역한 십주비바사론 17권 가운데 마지막권이다. 닥종이에 찍은 목판본으로 종이를 길게 이어붙여 두루마리처럼 말아서 보관할 수 있도록 되어 있으며, 세로 30㎝ 가로 47.3㎝의 종이를 28장 이어 붙인 것이다.

초조대장경은 이후에 만들어진 해인사대장경(재조대장경 또는 고려대장경)과 비교해 볼 때 몇 가지 차이점이 있다. 목판의 새김이 정교한 반면에 해인사대장경과 행마다의 글자수가 다르고 간행연도를 적은 기록은 없으며, 군데군데 피휘(避諱:문장에 선왕의 이름자가 나타나는 경우 공경과 삼가의 뜻으로 글자의 한 획을 생략하거나 뜻이 통하는 다른 글자로 대치하는 것)와 약자(略字)가 나타난다. 또 초조대장경은 책의 장수를 표시하는데 있어서 대체로 ‘장(丈)’자나 ‘폭(幅)’자를 쓰는 데 비해 해인사대장경은 ‘장(張)’자로 통일되어 있다.

이 책도 장수를 표시하는데 있어 ‘장(丈)’자를 쓰고 있고 책 끝에 간행기록이 없으며, ‘경(敬)’자의 마지막 한 획이 생략되고 있는 것으로 보아 초조대장경 판본임을 알 수 있다. 인쇄상태와 종이질 등을 고려해 볼 때 11세기에 찍어낸 것으로 추정된다."
17,보물,산거사요(山居四要),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12070000&ccbaCtcd=23&ccbaCpno=1122312070000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,4권 1책,1994.07.29,"인천광역시 연수구 청량로 102번길 40-9 (옥련동, 가천박물관)",,재＊＊＊,가천박물관,"태사령 양우의 『산거사요(山居四要)』를 원나라 학자 왕여무가 증보·편집한 것으로, 4권 1책이다.

이 책에서는 산촌(山村)에 사는 사람이 일상생활에서 알아야 할 네가지 요결을 사항별로 분류하여 기술하였다. 즉 총 4요결을 74항목으로 나누고 각 항목 아래에 해당사례 및 대증(對證:증거 조사를 하는 것), 처방 등을 서술하고 있다. 간행된 때는 우리나라 사람이 쓴 머리글이나 맺음말이 없어 알 수 없으나, 보존 상태로 보아 조선 성종대로 보인다.

이 책은 건강을 지키는데 필요한 의약서적으로, 조선 전기 의학서적간행을 살필 수 있는 자료로 평가된다."
18,보물,춘추경좌씨전구해 권60~70(1994)(春秋經左氏傳句解 卷六十~七十(1994)),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12080100&ccbaCtcd=23&ccbaCpno=1122312080000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,11권 1책,1994.07.29,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",조선 세종,재＊＊＊,가천박물관,"이 책은 조선 세종 13년(1431)에 경상도관찰출척사(慶尙道觀察黜陟使) 조치(曺致)와 도사(都事) 안질(安質)의 주선으로 참의(參議) 박분(朴賁)의 가장(家藏) 선본(善本)인 좌씨전(左氏傳)을 구해서 청도지군사(淸道知郡事) 주소(朱邵)의 책임하에 청도(淸道)에서 출간(出刊)한 것이다. 제목록(諸目錄)에 보이지 않고 전부(前部) 권1-59까지가 결본(缺本)이며, 발문(跋文)에도 간행(刊行)사실만 간략히 기록(記錄)되어 있고 편제(編制) 등은 구체적으로 명시(明示)되지 않았다. 그러나 발문(跋文)에 의하면, “우리 동방(東方)이 문교(文敎)가 크게 행해져서 경서(經書) ·사서(史書)가 다 갖추어졌으나,『좌씨전(左氏傳)』만은 간행되지 못하여 춘추(春秋)를 공부(연구(硏究))하는 사람이 상고할 길이 없었다. 신해년(辛亥年)(1431)에 감사(監司) 조치(曺致), 도사(都事) 안질(安質)이 선본(善本)을 두루 구하여 나에게 그 일을 부탁하였는데 그해 중추(仲秋)에서 시작하여 중동(仲冬)에 이르러 고성(告成)하였다 ”하였다. 곧 판각(板刻)은 세종 13년(1431) 8월(月)에 마치고 인쇄(印刷)는 선덕(宣德)6년(1431) 11월에 개판(開板)한 것으로 나타난다.

발문(跋文) 뒤에 “선덕육년(宣德六年) 십일월(十一月) 청도개판(淸道開板) ”이란 간기(刊記)가 있고 그 다음에 간행제원(刊行諸員)의 관명(官名) ·성명(姓名)이 10행(行)에 걸쳐 기록되었는데 교정(校正) ·도색(都色) ·색기관(色記官) ·각수(刻手) 등의 이름도 열기(列記)되었다. 위의 발문(跋文)에 의하면 좌씨전(左氏傳)은 우리나라에서 이때 처음으로 출간(出刊)된 것으로 추정된다.

이 좌씨전(左氏傳)이 낙질(落帙)이기는 하나 조선초기 간본 좌씨전(左氏傳)으로 발문(跋文) ·간기(刊記) ·간행제원(刊行諸員)의 성명(姓名)이 열기(列記)되어 있어 서지학연구(書誌學硏究)는 물론, 경서(經書) 특히 좌씨전연구(左氏傳硏究)에 매우 중요한 자료이다."
19,보물,우주두율(虞註杜律),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12090000&ccbaCtcd=23&ccbaCpno=1122312090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 관판본,1책,1994.07.29,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",,재＊＊＊,가천박물관,"이 책은 중국 당나라의 시성(詩聖)인 두보의 칠언율시를 중국 원나라의 학자 우집(虞集)이 주(註)를 붙이고 해설을 한 것을 성종 1년(1470)에 당시 청주목사 권지가 청주목에서 간행한 것이다.

이 책의 글씨는 괴산군수 박병덕이 썼고 교정은 이경방이 보았다. 또한 책을 간행한 연월이 발문을 쓴 연월보다 1년 앞서며, 서(序)·발(跋) 및 간기 등이 완전하여 서지학연구의 귀중한 자료로 평가된다."
20,보물,식물본초(食物本草),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=2&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12270000&ccbaCtcd=23&ccbaCpno=1122312270000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 활자본 / 금속활자본,2권 2책,1995.07.19,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",조선 중종-명종년간,재＊＊＊,가천박물관,"음식물로 병을 예방하는 내용을 담은 전문의학서적으로, 중종 21년(1526)에 중국 명나라 요문청(姚文淸) 등의 서문을 붙여 간행한 것을 중종∼명종년간(1526∼1556)에 다시 갑진자로 간행한 것이다.

이 책은 수(水)·곡(穀)·채(菜)·과(果)·금(禽)·수(獸)·어(魚)·미(味) 등 8류(類)로 나누어 상권과 하권에 수록하였다. 상권에는 수·곡·채·과 등 4류 212조가, 하권에는 금·수·어·미 등 4류 175조가 수록되었다. 각류(各類)에서는 조목마다 해당식물의 맛, 본성, 이익, 해독 등을 적어 설명하고 말미에는 각류의 식물에 대한 총론을 적고 있다.

이 책은 도서목록에 아직까지 보이지 않던 것으로 희귀한 의학서적이며, 따라서 서지학연구의 귀중한 자료로 평가된다."
21,보물,간이벽온방(언해)(1997)(簡易辟瘟方(諺解)(1997)),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=3&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12490000&ccbaCtcd=23&ccbaCpno=1122312490000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 활자본 / 금속활자본,1책,1997.06.12,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",조선 선조 11년(1578년),재＊＊＊,가천박물관,"간이벽온방은 조선 중종 때 의관 박순몽, 박세거 등이 임금의 명에 의해 온역(瘟疫:전염병)치료에 대한 약방문을 모아 엮은 의학서적이다.

중종 19년(1524) 가을에 평안도 전지역에 여역(전염성 열병)이 번지자 치료에 필요한 약방문을 책으로 엮어 한글로 번역하여 중종 20년(1525)에 널리 보급하였다. 그러나 현재 초간본은 전하여지지 않고 선조 11년(1578)의 을해자와, 광해군 5년(1613)에 훈련도감자로 발행한 중간본이 전한다.

이 책은 선조 11년(1578)의 중간본으로서 방점이 없는 16세기 국어연구 자료일뿐만 아니라 의학사 연구자료로 그 가치가 있다."
22,보물,세의득효방 권10~11(世醫得效方 卷十~十一),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=3&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=12500000&ccbaCtcd=23&ccbaCpno=1122312500000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 활자본 / 금속활자본,2권 1책,1997.06.12,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",조선 중종∼명종대(16세기),재＊＊＊,가천박물관,"1328∼1337년에 원나라 남풍의 의학교수 위역림(危亦林)이 조상인 고조할아버지부터 이후 5대 동안 치료했던 경험방을 모아 편찬한 의학책을 조선 세종 7년(1425)에 활자로 다시 새겨 찍은 것으로 총 20권 22책 가운데 2권 1책이다.

『세의득효방』은 조선 세종 7년(1425) 2월에 춘천부사에 의해 원나라판을 모방하여 총 20권 22책으로 간행되었는데, 의학시험을 위한 교재와 강의서적으로 널리 읽혔으며, 전체를 8과 276항목으로 나누어 19권을 만들고, 그 뒤『양생법절문』이란 손진인의 책을 덧붙여 총 20권으로 만들었다고 한다.

이것은 권 제 10∼11의 영본(零本:여러 권으로 1질이 되는 책에서 빠진 책이 많아 남아있는 부분이 적은 책)으로 권 10은 두통, 면병 등 10항목, 권 11은 활유론(活幼論), 초생(初生) 등 22항목이 수록되었다. 갑진자의 활자본으로 세종 때의 판본이 일본내각문고에, 갑진자본이 일본 궁내청 도서료와 대판부립도서관, 그리고 대만 등에 소장되어 있는데, 국내에는 전해져 존재한다는 사실이 알려진 바 없다.

비록 20권 가운데 2권 1책이긴 하지만, 국내에 희귀한 의학책으로 의학연구자료 및 서지학 연구자료로서의 가치가 높다."
23,보물,이성윤 위성공신교서 및 관련 유물(李誠胤 衛聖功臣敎書 및 關聯 遺物),인천 부평구,교＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=3&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=15080000&ccbaCtcd=23&ccbaCpno=1122315080000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 문서류 / 국왕문서 / 교령류,"교서1점, 교지1점, 호패16점, 홀1점",2006.12.29,인천광역시 부평구,"1613년, 1669년, 17-19세기, 조선후기",이＊＊＊,교＊＊＊,"<이성윤 위성공신교서>는 광해군 5년(1613) 3월에 임진왜란 당시 광해군을 호종하는데 공을 세운 承憲大夫 錦山君 李誠胤에게 내린 衛聖功臣敎書이다. 위성공신은 광해군이 폐위된 후 削勳되었다. 그 결과 구체적인 내용은 실록을 비롯한 모든 기록에서 삭제되었으므로 인적사항 등 자세한 사항이 전하지 않고 대강만 알려져 있을 뿐이었는데 본 교서를 통하여 알 수 있게 되었다. 이 문서는 광해군 때 공신에게 내려진 교서의 형태를 완벽하게 간직하고 있으며 뒷면에는 製進者 및 書寫者가 밝혀져 있어 교서의 양식과 문체의 연구에 중요한 자료로서 가치가 높다.

함께 보관된 <교지>는 1669年(현종 10) 8月 24일에 錦山君 李誠胤에게 承憲大夫(정2품)에서 興祿大夫(정1품)로 올려주고 忠貞의 諡號를 내리는 贈諡敎旨이다. 『顯宗實錄』顯宗 10年 8月 24日 甲申條에 “故 錦山君 李誠胤에게 忠貞이란 시호를 내렸다”라 기록되어 있어 贈諡한 사실을 증명하고 있다.

교서와 교지 외에 이 가문에는 號牌와 牙笏이 전한다. 한 家門의 號牌가 150년(1677-1822)간에 걸친 것이 16개나 남아 있는 것은 매우 드문 일이며 호패사 연구에도 중요한 자료가 될 것으로 인정된다. 牙笏은 하나가 있는데, 李徵龜나 李泰龜가 사용했을 것으로 추정된다. 牙笏은 1품에서 4품에 이르는 高位官員이 지니는 것이다.

Ο 규격(세로x가로)

- 교서 : 38.7cm × 311.5cm (34.7cm×233.7cm)

- 교지 : 58.6 x 87.5cm"
24,보물,중수정화경사증류비용본초 권17(重修政和經史證類備用本草 卷十七),인천 연수구,가천박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=3&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=12&ccbaAsno=17160000&ccbaCtcd=23&ccbaCpno=1122317160000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 활자본 / 금속활자본,1책,2011.06.21,"인천 연수구 청량로102번길 40-9, 가천박물관 (옥련동,가천박물관)",조선시대(16세기 후반),재＊＊＊,가천박물관,"『증류비용본초(證類備用本草)』,『정화본초(政和本草)』등으로 약칭하기도 하며 전 30권이다. 당신미(唐愼微)의 『경사증류비급본초(經史證類備急本草)』와 구종석(寇宗奭)의 『본초연의(本草衍義)』를 합편한 형태로 편찬된 것으로 본초학의 명저로 불린다.

성도(成都) 화양(華陽) 출신의 당신미(唐愼微)는 유명한 의사로서 사람들의 병을 치료해주고 값을 받지 않는 대신에 본인이 아는 명방(名方)과 비약(秘藥)을 알려달라고 하여 받은 약명과 약방을 수집하여 원풍(元豊) 5-6년(1082-1083)에 이 책의 초고를 작성하고 원부(元符) 1년(1098)에 정고(定稿)하여 본초학(本草学)의 대작으로 평가받는 『경사증류비급본초(經史證類備急本草)』(약칭證類本草) 31권을 저술하였다.

그 후 대관(大觀) 2년(1108)에 경의관(經醫官) 애성(艾晟) 등이 당신미의 『경사증류비급본초』를 중정(重正)하여『대관경사증류비급본초(大觀經史證類備急本草)』(약칭 大觀本草)라 개제하였고, 그 뒤에 정화(政和) 6년(1116)에 칙명으로 경의관 조효충(曹孝忠)이 다시 이를 교감하여 『정화신수증류비용본초(政和新修證類備用本草)』(약칭 政和本草)라 개제하였다. 소흥(紹興) 29년(1159)에 다시 교정하여 『소흥교정경사증류비급본초(紹興校定經史證類備急本草)』라 개제하였다.

그 후 남송 순우(淳祐) 9년(1249)에 평양(平陽)의 장존혜(張存惠)가 구종석이 472종의 본초를 정리하여 편찬한 『본초연의(本草衍義)』를 이 책에 합하여 31권본을 30권본으로 편찬하고 서명을『중수정화경사증류비용본초(重修政和經史證類備用本草)』로 개제하여 회덕헌(晦德軒)에서 간행하였다.

이 책의 특징은 다음과 같다.

총30권 가운데 1권(권17) 1책(45장)이 잔존하는 영본으로 활자[乙亥字]로 인행한 판본이다. 같은 판본으로 현존하는 완본으로 일본의 내각문고(子43-8)에 25책(內醫院印 날인), 동양문고에 25책, 궁내청 서릉부(558-13)에 23책, 존경각에 21책, 岩瀨文庫에 30권 25책의 완질본이 소장되어 있는 것으로 알려져 있다. 이 외에 대만고궁박물원에 12책이 수장되어 있다. 그 중에서 고궁박물원장본 과 岩瀨文庫장본에는 다음과 같이 내사기가 기록되어있다.

萬曆五年二月日/ 內賜內醫院參奉鄭士忠政和本草一件/命除謝/恩/右承旨臣張(臺灣古宮博物院藏)

萬曆五年二月日/ 內賜司諫院大司諫崔顒政和本草一件/命除謝/恩/右承旨臣張(日本岩瀨文庫藏)

위에 보는 바와 같이 같은 책을 같은 때에 반사한 것이 2건이나 전하는 것으로 보아 이 책들의 인출시기는 만력 5년 즉 선조 10년(1577) 2월 경이었음을 알 수 있다. 물론 반사시기가 반드시 출판시기를 말하는 것은 아니라 하더라도, 전혀 다른 벼슬을 하는 2인이 당시에 인출하지 않은 서적을 동시에 반사 받는 다는 것은 생각하기 어렵다는 점을 상정해보면, 이 시기가 인출시기였음을 짐작할 수 있다.

참고로 이들 전존본을 대교 검토한 논문(藤本幸夫,1994)에 의하면 이들은 같은 을해자본으로 밝히고 있다. 이외에 국내에도 고려대 만송문고에 8책(목록,권1-8,권13-14,권20-26), 국립중앙도서관에 1책(군25-26), 간송문고 1책(권1), 연세대 1책(권15-16)이 알려져 있다.

이 책의 문화유산의 지정 가치는 다음과 같다.

『중수정화경사증류비용본초(重修政和經史證類備用本草)』는 송대에 이룩한 본초학의 권위서로서 중국간본을 수입하여 16세기 후반에 을해자로 인출한 책이다. 비록 1권 1책(권17)에 지나지 않는 잔본이기는 하지만 표지를 개장한 이외에는 낙장이 없이 완전하고, 보존 상태도 양호하다. 조선전기 한의학과 본초학의 연구는 물론 서지학 연구에도 중요한 자료가 된다는 점과 국내에는 유일한 책이다."
